,test_redox,test_redox_true,test_true_solu,pred_test_solu,test_redox_std,test_solu_std
2301,-0.086518124,-0.06828694,-3.3737109,-3.3686008,0.055854432,0.07989168
2302,0.6846169,0.6749139,-3.3595872,-3.4426541,0.032738328,0.054906104
2303,0.6224709,0.5377276,-4.165419,-4.203963,0.04613016,0.0669827
2304,0.49721482,0.49306017,-4.043954,-4.1170745,0.04324548,0.059519432
2305,0.5771494,0.7239342,-3.3350673,-3.2343137,0.033921525,0.045855176
2306,0.8271527,0.7595366,-3.720956,-3.7138538,0.061341267,0.06983611
2307,0.3679033,0.34725946,-2.9988728,-2.9698377,0.03799508,0.07413046
2308,0.7746447,0.7236724,-4.020516,-4.0397487,0.044953138,0.05670232
2309,0.2746701,0.30162406,-3.8626065,-3.9050314,0.035304595,0.05962656
2310,0.7708413,0.6599435,-3.6893005,-3.7434254,0.038436834,0.046578057
2311,0.3501124,0.3448486,-3.4190512,-3.433299,0.030315485,0.048550945
2312,0.86092424,0.68975633,-3.9696553,-3.9579139,0.049796667,0.057610404
2313,0.47226864,0.481767,-4.1847444,-4.2093186,0.042391308,0.057095647
2314,0.5802614,0.90486246,-2.943581,-2.9181576,0.038522717,0.05510779
2315,0.33886087,0.3181346,-3.4088397,-3.4326317,0.031691343,0.049889285
2316,0.3213806,0.34219426,-3.6556008,-3.6632574,0.03994808,0.05604911
2317,0.65932,0.597067,-4.195626,-4.165948,0.04642075,0.059451636
2318,0.05230073,0.03285855,-4.1304793,-4.11423,0.047997583,0.06580342
2319,0.92614263,0.96615005,-2.9220028,-2.9412177,0.04329821,0.06359966
2320,1.0667058,0.87192655,-3.4264584,-3.3785043,0.046079118,0.05986423
2321,0.84852034,0.87248665,-2.8668633,-2.8523123,0.0443448,0.057935093
2322,0.4222412,0.31341645,-3.7297893,-3.7187176,0.033131387,0.046740886
2323,1.1161658,0.014509417,-3.9586782,-3.9415765,0.05323987,0.06678931
2324,0.9989769,0.9356128,-4.275724,-4.2746706,0.055359658,0.075106904
2325,0.43195564,0.17213906,-3.8568313,-3.7643273,0.035043336,0.051046148
2326,0.6181228,0.63307124,-3.6408842,-3.6359212,0.034614343,0.042723667
2327,0.5813738,0.5848911,-4.093444,-3.9810958,0.03903578,0.048825912
2328,0.8996315,0.9689749,-3.7911391,-3.8621066,0.043341458,0.059949175
2329,0.84293634,0.8367138,-4.0239534,-4.0101943,0.046810944,0.06613535
2330,0.29931083,0.17676592,-2.919791,-2.9945395,0.042252026,0.064599745
2331,1.0871693,1.1100696,-2.9530158,-2.9428701,0.047456145,0.08011709
2332,0.3527581,0.4017285,-3.3275905,-3.2464554,0.04014637,0.05142913
2333,0.6179216,0.66511226,-3.9374106,-3.9149792,0.04236704,0.052423336
2334,0.4148726,0.44061843,-3.244826,-3.2197907,0.029601587,0.048084173
2335,0.5421014,0.5477423,-4.706853,-4.725571,0.058237072,0.0782412
2336,0.67589164,0.6249134,-2.825357,-2.8626468,0.04313853,0.049085755
2337,0.47241214,0.20103864,-3.4537709,-3.4677494,0.04238554,0.055162612
2338,0.62090456,0.6643817,-3.651113,-3.6294956,0.03500072,0.047600217
2339,0.81398606,0.8537235,-3.9604368,-3.9428296,0.045718633,0.05022572
2340,0.5516429,0.42310944,-3.8905568,-3.8752668,0.039010614,0.05768725
2341,0.6472759,0.95007783,-3.8827462,-3.90985,0.04389351,0.051221233
2342,0.24027081,0.2315272,-3.4804392,-3.47156,0.03332635,0.053582866
2343,0.990758,1.1394136,-3.0874677,-3.0746384,0.043984134,0.05849971
2344,-0.0010482946,-0.05271392,-4.008451,-3.9880521,0.046684243,0.06935344
2345,0.5132374,0.4788874,-3.5448709,-3.527662,0.030294558,0.043238167
2346,0.49260274,0.4439242,-4.037183,-4.0010676,0.036726225,0.05327089
2347,0.7089103,0.68520254,-3.8327565,-3.7827911,0.035587527,0.049095973
2348,1.2665017,1.296471,-3.3557942,-3.3342295,0.049488094,0.072537735
2349,1.3409714,1.3797909,-3.8725772,-3.8709357,0.05545449,0.07808645
2350,0.6817968,0.6694712,-3.7050338,-3.6682823,0.03786156,0.04915639
2351,0.49353763,0.5712114,-4.0834475,-4.0591097,0.037961613,0.05651716
2352,-0.012995636,0.02684364,-3.7195926,-3.734522,0.045683846,0.06660204
2353,0.31994435,0.30131966,-3.575602,-3.6231546,0.03286585,0.05200484
2354,0.3740065,0.4000056,-3.136889,-3.1474042,0.03161059,0.049351145
2355,0.8148558,0.853894,-3.2343154,-3.2384768,0.0324039,0.046102513
2356,-0.08286498,-0.039582174,-3.9639618,-3.9912198,0.04986647,0.07079013
2357,1.3819287,1.3589336,-3.7048557,-3.734071,0.055285826,0.077066526
2358,0.5445696,0.46009383,-4.5596905,-4.6069407,0.062340535,0.07297817
2359,0.54042697,0.568624,-3.973843,-3.952166,0.039379913,0.056058552
2360,0.4228197,0.37654257,-4.2921143,-4.2673693,0.046118237,0.05874823
2361,0.37058717,0.3987454,-3.6801429,-3.6461966,0.03234073,0.055367127
2362,0.7512005,0.56102014,-3.9078784,-3.9343412,0.047061082,0.050466314
2363,0.4419415,0.38509008,-3.8935134,-3.7531564,0.0338013,0.050949097
2364,0.7217558,0.6705062,-4.3123574,-4.287609,0.045622572,0.06980601
2365,1.121414,1.2258992,-4.329784,-4.17867,0.05546521,0.071863115
2366,0.8956855,0.9568111,-3.3073628,-3.2460718,0.036844146,0.04994726
2367,0.44179592,0.89540786,-3.944097,-3.979636,0.04313974,0.05312047
2368,1.3673773,1.4154055,-3.7754486,-3.8000443,0.054734323,0.07891293
2369,0.2670502,0.28234956,-4.216877,-4.2703,0.041441184,0.06848201
2370,0.7858135,0.8050746,-3.7269955,-3.666058,0.03843745,0.04541052
2371,0.345451,0.3928279,-3.0722551,-3.012801,0.035280105,0.055653937
2372,0.41673625,0.61561704,-3.716707,-3.7409286,0.03287576,0.055903606
2373,1.0977913,1.0201381,-4.1788697,-4.178952,0.057678152,0.07514519
2374,0.70754766,0.7783667,-3.9571218,-3.9278572,0.04405675,0.051734295
2375,0.27795067,0.19152924,-4.0541754,-4.0826807,0.040204298,0.06482807
2376,0.36003435,0.51695544,-2.977858,-2.9255383,0.042765815,0.06884517
2377,-0.11910659,-0.16892104,-4.3325863,-4.251791,0.051553413,0.079185456
2378,0.4864782,0.89697856,-3.4071152,-3.4652135,0.029874234,0.04915335
2379,0.39482903,0.4422561,-3.9065764,-3.8704333,0.039909627,0.055309754
2380,0.14106818,0.35560605,-3.8382297,-3.8263419,0.041780513,0.057957396
2381,0.9565506,1.0152982,-3.780508,-3.78148,0.043342695,0.053870596
2382,0.660922,0.652778,-3.8331938,-3.8460903,0.037991397,0.05243183
2383,0.37025058,0.35419366,-4.2241836,-4.197714,0.04352475,0.060248237
2384,0.40890276,0.45695245,-3.5469968,-3.5833116,0.037229683,0.053804286
2385,-0.03500796,-0.0754403,-3.6184347,-3.6260006,0.04823702,0.06329225
2386,0.38230574,0.53204143,-3.7224083,-3.6879885,0.03377879,0.04997911
2387,0.4199042,0.580733,-4.038881,-4.13466,0.04169989,0.05779749
2388,0.44292936,0.54554456,-4.070188,-4.0090785,0.03718211,0.059615817
2389,0.50107634,0.30643964,-3.0518436,-3.0564103,0.045238104,0.05465485
2390,0.49333188,0.51938456,-3.9427943,-3.9749236,0.037182104,0.05307891
2391,0.39352864,0.40013954,-3.8849921,-3.9055805,0.03828777,0.053579833
2392,0.54419553,0.48179135,-3.4213326,-3.3289196,0.028526725,0.04960448
2393,0.5096029,0.4678499,-4.2489796,-4.2359996,0.044495534,0.057799384
2394,0.7550115,0.7603707,-3.6563532,-3.5719259,0.035381764,0.04480221
2395,0.18293853,0.137462,-3.8817518,-3.914628,0.040312864,0.056592822
2396,0.98411024,1.0895592,-3.5633636,-3.5991192,0.041569296,0.05353787
2397,0.7068661,0.6414605,-3.618757,-3.6063197,0.037274197,0.049481243
2398,0.5213523,0.46317434,-3.7258372,-3.6948287,0.033296466,0.045703728
2399,0.61192113,0.5602531,-3.4634552,-3.462844,0.032941144,0.04285612
2400,-0.05244284,-0.1388891,-4.102277,-4.1207104,0.049398277,0.07438863
2401,0.6126609,0.5131809,-3.3764348,-3.3671665,0.03217738,0.04704855
2402,0.4358439,0.5550844,-3.2782044,-3.2747686,0.030489782,0.05082586
2403,0.39181352,0.3989524,-3.139122,-3.055961,0.032761894,0.052354883
2404,1.0415087,1.0688419,-3.849259,-3.8773851,0.046411563,0.06144683
2405,0.19352657,0.280097,-3.807961,-3.8103712,0.039853767,0.059243526
2406,0.31334773,0.2958344,-4.1544704,-4.1450186,0.04075912,0.060376536
2407,0.93271667,0.9364834,-3.2196202,-3.3145373,0.04009052,0.053784978
2408,0.49600878,0.6636268,-4.0017953,-3.9195828,0.04342461,0.052801427
2409,0.7274692,0.6886666,-3.8738074,-3.8338664,0.042322036,0.04588304
2410,0.8864212,0.91760457,-3.7012897,-3.6374314,0.03694253,0.05085959
2411,0.5975795,0.61507523,-3.2070966,-3.1441815,0.029139156,0.048683148
2412,0.917117,0.94934726,-3.9211617,-3.863837,0.041954264,0.053407185
2413,0.98912996,1.0216906,-3.6191936,-3.6151898,0.039959267,0.051326282
2414,-0.30538335,-0.1247224,-4.110515,-4.14827,0.06379553,0.096464254
2415,0.6167139,0.59205663,-1.8346177,-1.863183,0.112983644,0.19078958
2416,0.47097954,0.35561213,-3.0922437,-3.1025605,0.03598259,0.048643395
2417,0.47086254,0.2647188,-3.1608534,-3.224084,0.04369301,0.059637953
2418,0.26939318,0.23702462,-4.3337417,-4.3340373,0.044625815,0.06623793
2419,1.2360727,1.264016,-3.7407858,-3.7541578,0.04857272,0.065970525
2420,1.2469413,1.3341311,-3.9594784,-4.0115337,0.053351544,0.06952425
2421,0.586961,0.44939727,-4.0691385,-4.048593,0.047055155,0.049241025
2422,0.46041596,0.4723611,-3.5377913,-3.4235187,0.029114353,0.045546547
2423,0.31435406,0.26705047,-2.8735728,-2.9477422,0.039774716,0.07972178
2424,0.86614996,0.975282,-4.0708694,-3.983306,0.047289282,0.06141653
2425,0.46629018,0.5180148,-3.7516978,-3.7054365,0.03664429,0.0513515
2426,1.2588924,1.2994175,-4.377441,-4.3499036,0.059696686,0.07667228
2427,0.5372233,0.5433955,-4.2833943,-4.172303,0.04274044,0.06000202
2428,0.44248116,0.4186165,-4.0214796,-4.041559,0.03925886,0.05198934
2429,0.53924197,0.51908016,-3.9580204,-3.9877527,0.03838215,0.05487259
2430,0.6356306,0.43614987,-4.00281,-3.992876,0.054951403,0.06462793
2431,0.6039191,1.0946366,-3.6808689,-3.7011433,0.039223455,0.055199966
2432,0.6139405,0.74280685,-3.03165,-2.9583588,0.04312944,0.043306667
2433,0.6282262,0.5489721,-3.893251,-3.834619,0.03875776,0.05345401
2434,0.61657894,0.64643437,-3.6983519,-3.6969678,0.03566369,0.043913778
2435,0.41826212,0.46261427,-4.167298,-4.140883,0.045074977,0.06706041
2436,0.16430077,0.47457713,-3.3480985,-3.3858109,0.04032208,0.060767997
2437,0.7369257,0.68965894,-3.938599,-3.9773872,0.04372147,0.049610768
2438,0.038388517,0.03483105,-3.8871243,-3.8539124,0.044170987,0.06551416
2439,0.31609422,0.1791037,-3.6831093,-3.772644,0.03231374,0.05609097
2440,0.8411639,0.7227287,-3.873073,-3.879194,0.046893485,0.06587903
2441,0.19251129,0.28846794,-3.5560927,-3.6103756,0.037233558,0.05922168
2442,0.37776452,0.3073041,-3.787157,-3.8440053,0.03913836,0.05918356
2443,0.42618275,0.47481453,-3.106536,-3.114502,0.030206576,0.04808837
2444,0.5704974,0.7187594,-3.4822276,-3.4857628,0.03255632,0.047659017
2445,0.8623503,0.9587227,-3.6584208,-3.6666033,0.041421633,0.061731562
2446,0.25149533,0.17402025,-4.0338736,-4.0273805,0.037985228,0.06113395
2447,0.93991417,0.8628312,-3.4649103,-3.5247498,0.04042952,0.052958403
2448,0.67172945,0.64299464,-3.805568,-3.8174365,0.039845005,0.04945819
2449,0.5150738,0.46052,-3.8309393,-3.787375,0.03574031,0.056253478
2450,0.47816342,0.37064943,-2.8969991,-2.865144,0.033290595,0.07621787
2451,0.6554555,0.62103534,-3.6666026,-3.5496569,0.035032764,0.046942435
2452,0.15282035,0.22244394,-3.498211,-3.5715833,0.040275734,0.0662709
2453,0.5816649,0.56326663,-3.9723608,-3.9105082,0.037739772,0.049710557
2454,1.1107748,1.0834956,-4.0181694,-3.9387574,0.04768065,0.0626787
2455,0.5096465,0.6026071,-3.6484637,-3.677739,0.03094976,0.048497688
2456,0.6189296,0.46052,-3.453582,-3.4173799,0.033448935,0.04396204
2457,0.18919243,0.55974776,-2.3336127,-2.3846161,0.102164775,0.15591373
2458,0.516655,0.39199385,-4.095209,-4.112214,0.047122598,0.056124248
2459,0.59316236,0.59038246,-3.2655754,-3.232786,0.029739412,0.04623649
2460,0.62876695,0.6138759,-3.8297985,-3.8851147,0.03706204,0.047977574
2461,0.5976601,0.21645947,-3.8596563,-3.867023,0.043300983,0.06155232
2462,0.9305966,0.94768524,-4.2313995,-4.226738,0.052294664,0.06654459
2463,0.9151431,0.9039797,-3.3030891,-3.271913,0.036316104,0.05265433
2464,0.43166512,0.2582473,-4.2060657,-4.175894,0.040487144,0.058434196
2465,0.70190704,0.639488,-3.8330376,-3.9002645,0.040436745,0.047780387
2466,0.716211,0.61668247,-3.452653,-3.487585,0.039381586,0.049060863
2467,0.5029491,0.5420805,-3.8233557,-3.7402663,0.032694273,0.04614108
2468,0.9944455,1.0194016,-3.8004174,-3.7975485,0.04290519,0.05532056
2469,0.4466039,0.65962696,-2.8950424,-2.8800025,0.03601138,0.0648587
2470,0.66949576,0.6917897,-4.1657686,-4.1564345,0.045208458,0.05842561
2471,0.52265435,0.57306826,-3.6834593,-3.7273102,0.032674994,0.04533564
2472,1.1727344,1.3559809,-3.4177382,-3.3679626,0.048246253,0.065763995
2473,0.58997285,0.6009877,-2.9108498,-2.9163043,0.023810506,0.040930163
2474,0.038570285,0.013377055,-3.5439644,-3.5519228,0.044392407,0.05960335
2475,1.0291172,1.0790027,-3.186102,-3.2698007,0.046337184,0.067639396
2476,1.0570801,1.023103,-4.2369795,-4.284511,0.060774487,0.07767531
2477,0.9124415,0.9289526,-2.4693348,-2.5283163,0.06562045,0.12150513
2478,0.19456169,0.21653861,-3.3551865,-3.3103192,0.037007723,0.055809334
2479,1.0240055,1.0148294,-1.6927191,-1.7929317,0.12969454,0.21923777
2480,0.2805501,0.2007099,-3.9457536,-3.9550116,0.03825357,0.05821998
2481,0.73403883,0.7703854,-4.166652,-4.1923532,0.045831274,0.059809037
2482,0.51085323,0.49439955,-3.4332755,-3.3522513,0.027547257,0.048751008
2483,0.66717094,0.6724969,-3.9302745,-3.9498467,0.043739133,0.05683494
2484,0.7724669,0.78278655,-3.727379,-3.7591677,0.039119516,0.053607814
2485,0.4947008,0.57319003,-3.4722855,-3.4427378,0.027293036,0.046246912
2486,0.6139327,0.61455774,-4.50507,-4.4393907,0.050847363,0.0716579
2487,0.72087216,0.7280131,-4.366541,-4.3635917,0.05275396,0.06343238
2488,0.52692926,0.51220685,-2.5729084,-2.643865,0.05719797,0.09699341
2489,0.41146138,0.42466187,-3.8450334,-3.7262795,0.040897988,0.054964725
2490,0.8694175,0.86844426,-3.5979135,-3.6405256,0.04611064,0.06916307
2491,0.58923894,0.61213475,-3.3720138,-3.3735604,0.029568642,0.04153068
2492,0.40310884,0.35023037,-4.447026,-4.250585,0.04357348,0.06363404
2493,0.3961002,0.4353219,-4.04885,-4.0141044,0.036019027,0.060911417
2494,0.482701,0.4994343,-3.217329,-3.2494113,0.028624883,0.04508474
2495,0.21999964,0.18640926,-3.7016022,-3.7596505,0.035656247,0.057773188
2496,0.7550184,0.75344867,-3.837809,-3.8398242,0.04141257,0.05377996
2497,0.4294645,0.47589213,-4.108713,-4.0864716,0.0388863,0.055674095
2498,0.36108756,0.3009848,-3.3100178,-3.3893633,0.032775544,0.043923344
2499,0.98747736,1.000334,-3.6962883,-3.6666117,0.041799415,0.057685662
2500,1.1713403,1.2226788,-3.7194157,-3.7797732,0.046946343,0.0651501
2501,0.82429236,0.60791576,-3.8930032,-3.795696,0.046158798,0.05091667
2502,0.17914958,0.1686324,-3.9231567,-3.9727256,0.04052779,0.060882047
2503,0.99667007,0.93240446,-3.686597,-3.825837,0.044904504,0.058504965
2504,0.76937056,0.7609064,-4.182536,-4.210853,0.056627434,0.06216283
2505,0.730477,0.71948993,-3.8222492,-3.8838274,0.043861825,0.04860193
2506,0.17176229,0.327918,-3.6838067,-3.6047614,0.03751259,0.05665835
2507,0.2624299,0.20791805,-3.715932,-3.6190002,0.036262024,0.051846273
2508,0.6007859,0.6168225,-3.9145942,-3.8455207,0.04053497,0.05343644
2509,1.0891739,1.1403512,-3.2474074,-3.0938697,0.045469824,0.06735279
2510,0.6027328,0.5931768,-4.8272104,-4.7489257,0.05884601,0.08138601
2511,0.5263966,0.49404034,-4.3408756,-4.398558,0.04808589,0.06923956
2512,0.718196,0.65679604,-3.7926066,-3.8040702,0.036599323,0.04942181
2513,0.56604326,0.6446384,-3.7864676,-3.830624,0.037061173,0.052744865
2514,0.86264247,0.9496943,-3.5458806,-3.5852282,0.043443162,0.06967962
2515,0.59281164,0.5026061,-4.358332,-4.3241863,0.051117882,0.061922234
2516,0.94120955,1.0040233,-3.2402482,-3.268685,0.037758555,0.05359764
2517,1.0599045,1.0544074,-3.247643,-3.268207,0.046298455,0.069038495
2518,0.49246243,0.5944309,-3.514256,-3.548114,0.033066373,0.04234313
2519,0.48981294,0.4455984,-3.3446372,-3.2425165,0.027501496,0.045195024
2520,0.3959763,0.39119023,-3.1701827,-3.2297726,0.029245079,0.047937766
2521,0.29815096,0.2747822,-4.021594,-4.098194,0.04494328,0.0604784
2522,0.8895503,0.93426734,-3.8312376,-3.9855533,0.04773996,0.055521183
2523,0.5071463,0.60144424,-3.6581266,-3.656118,0.034347743,0.04559154
2524,0.7336699,0.7203179,-4.2518096,-4.137497,0.04574064,0.058220025
2525,0.45046437,0.44780225,-3.9245937,-3.973046,0.038471214,0.053263154
2526,0.6318192,0.5954537,-4.216532,-4.150026,0.04461997,0.058122534
2527,0.48551425,0.54442436,-4.1177444,-4.1866875,0.041277107,0.05939717
2528,0.16251476,0.100404546,-3.3257852,-3.2991407,0.036222048,0.059282936
2529,0.42461506,0.45007303,-3.892746,-3.8891916,0.03572805,0.0508498
2530,0.26368546,0.5199386,-4.36563,-4.1039486,0.043869317,0.07623819
2531,0.9032677,0.9827641,-3.665452,-3.6961093,0.052675184,0.0854308
2532,0.17647968,0.13441193,-3.3057988,-3.3021686,0.03748763,0.055030003
2533,0.4069642,0.48709399,-3.977266,-3.876767,0.036007885,0.053343236
2534,0.47217503,0.4711374,-4.194183,-4.154521,0.042028487,0.0590901
2535,0.48944646,0.5062406,-3.954414,-3.932786,0.036247924,0.052103963
2536,0.5420809,0.51958543,-4.152322,-4.032783,0.039165266,0.054219857
2537,0.7406597,0.73238426,-3.8723469,-3.911751,0.042700652,0.052180734
2538,0.29706055,0.31659436,-3.6536214,-3.6570163,0.035329174,0.05108462
2539,0.28058013,0.2530725,-3.8839002,-3.8697522,0.038366772,0.05357579
2540,0.7864411,0.9069141,-4.3079767,-4.2996383,0.051939193,0.062067244
2541,0.6500925,0.53436095,-2.9942386,-2.9661374,0.032883387,0.045064043
2542,-0.01984912,-0.03590504,-4.3382325,-4.3411617,0.051982656,0.07765279
2543,0.54067075,0.52424884,-3.1699142,-3.2353263,0.030778589,0.044798303
2544,0.27469414,0.25664005,-3.5926728,-3.5771918,0.032129988,0.052371934
2545,0.96357566,0.9092336,-3.8365881,-3.7669446,0.044031594,0.056004424
2546,0.4174919,0.30042472,-3.3205526,-3.3498058,0.03191275,0.0483727
2547,0.6621039,0.6599679,-4.175551,-4.148323,0.04350896,0.0579314
2548,0.5475063,0.61739475,-3.8328972,-3.7422707,0.036488075,0.05040883
2549,0.31938735,0.26750708,-3.087981,-3.1283185,0.03384149,0.05358535
2550,0.4581244,0.3857415,-3.3347821,-3.2932508,0.028607724,0.05850834
2551,0.48054978,0.6028141,-3.6441002,-3.611264,0.03018262,0.052605893
2552,1.3847318,1.4963086,-4.3054943,-4.3564086,0.063165635,0.08445637
2553,0.538779,0.43093246,-3.1983461,-3.2525394,0.030473866,0.04349681
2554,0.31068584,0.23560613,-2.9275885,-2.9576678,0.041790854,0.0635841
2555,0.49619526,0.52874786,-4.154551,-4.122474,0.0407136,0.061016005
2556,0.6579687,0.6459656,-3.158681,-3.1045666,0.034048688,0.041909255
2557,0.3500624,0.32078287,-3.195764,-3.1698847,0.033214975,0.05164216
2558,0.5641057,0.554987,-4.4951844,-4.5436645,0.050898477,0.07270901
2559,0.31721285,0.3875496,-3.9890962,-3.9548693,0.036707163,0.059347797
2560,0.24819039,0.25310296,-3.6298454,-3.539137,0.03698543,0.059381805
2561,0.72038597,0.76246494,-3.5331488,-3.476632,0.03749443,0.052006133
2562,0.52606624,0.57882744,-4.249155,-4.3118577,0.045226052,0.073314436
2563,0.4527037,0.48715484,-3.1541996,-3.1277452,0.03060758,0.05755088
2564,0.6714352,0.6814767,-3.6859746,-3.689913,0.033765923,0.057435267
2565,0.4836318,0.41657704,-3.4507341,-3.4426348,0.032065805,0.05260304
2566,0.44731644,0.46612093,-3.9278755,-3.8987188,0.037366427,0.05902839
2567,0.5648967,0.40585005,-3.4341352,-3.4715629,0.029755786,0.054365687
2568,0.34736472,0.3332693,-3.4317594,-3.382083,0.029939251,0.052382544
2569,0.90865976,0.9087953,-4.123767,-4.12737,0.05430333,0.06922145
2570,0.27794507,0.29829392,-4.3388515,-4.3708606,0.058855563,0.077225424
2571,0.60574055,0.6540808,-3.1877937,-3.2091885,0.031204464,0.05457268
2572,0.24601315,0.20584206,-3.7871516,-3.8466299,0.04289496,0.05763766
2573,0.13569,0.14158964,-4.163257,-4.077145,0.051789656,0.06672242
2574,0.3894882,0.4327406,-3.9681032,-3.961376,0.043504104,0.06099224
2575,0.3343504,0.38277057,-3.2712889,-3.3599808,0.034390282,0.057707544
2576,0.6640426,0.8029316,-3.6767612,-3.67876,0.03367475,0.05575652
2577,0.51331013,0.4483806,-4.5825205,-4.5987573,0.057805844,0.08355429
2578,0.14976037,0.20687093,-3.7157023,-3.6507807,0.041196123,0.06317892
2579,0.5688525,0.5727091,-3.0736089,-3.0879734,0.022770815,0.052894536
2580,0.27708334,0.28169814,-4.1003537,-4.1033397,0.04586882,0.066196114
2581,0.8579082,0.8319773,-3.0202327,-2.9300168,0.043483436,0.07028721
2582,0.60563684,0.67720294,-3.409313,-3.366238,0.027045082,0.05202002
2583,0.47487986,0.52889395,-3.8512003,-3.8886645,0.036926705,0.057939764
2584,1.1756108,1.1748456,-3.97127,-3.967249,0.051573977,0.08048609
2585,0.46596327,0.50364107,-3.7726045,-3.8250926,0.03605657,0.05457756
2586,0.18523988,0.26025632,-3.2729454,-3.2502172,0.039924726,0.066715196
2587,0.7502796,0.5874419,-3.2694197,-3.2439263,0.037342537,0.05421992
2588,0.8257715,0.92060596,-3.4577606,-3.4648535,0.040006623,0.05557274
2589,0.34567726,0.3955979,-4.5760636,-4.492965,0.059414644,0.07989289
2590,0.6842599,0.8276792,-3.8183496,-3.752246,0.039040457,0.063230254
2591,-0.09078379,-0.11186461,-4.0410314,-4.0149117,0.05873427,0.07441439
2592,0.57352495,0.47997713,-4.7534857,-4.8126907,0.07123986,0.0987379
2593,0.6337811,0.62361664,-3.7161903,-3.7861228,0.03700025,0.05473496
2594,0.41074035,0.41920704,-3.4615273,-3.5112457,0.033810467,0.06028808
2595,0.6565101,0.6507751,-3.9554625,-3.9294956,0.040691182,0.057640012
2596,0.62983555,0.7460335,-4.151373,-4.199409,0.047130138,0.0680653
2597,0.3559231,0.35262904,-3.8864362,-3.9095917,0.038998168,0.06296796
2598,0.9312461,0.97788155,-3.2586057,-3.2648253,0.041059397,0.055330634
2599,0.45511052,0.45234385,-4.16135,-4.0444283,0.045430675,0.06189662
2600,0.3587096,0.43327636,-4.3399734,-4.356106,0.055390336,0.07332602
2601,0.35085094,0.3108595,-3.1580925,-3.1082888,0.03578083,0.060854223
2602,1.0371903,1.018744,-2.4653866,-2.398471,0.08610671,0.15324707
2603,1.0679917,1.0572139,-3.526089,-3.5000074,0.045558047,0.06860997
2604,0.5295619,0.6706523,-2.8774793,-2.8477314,0.032144036,0.05933439
2605,1.0426183,0.97182405,-3.2544663,-3.2203062,0.04412695,0.06892487
2606,0.78494954,0.6511525,-3.948763,-3.872525,0.041786138,0.061491556
2607,0.44531402,0.42826596,-3.9354565,-3.941826,0.038894866,0.061570078
2608,0.3921164,0.24610788,-3.6658263,-3.7039924,0.033244412,0.05849327
2609,0.46313038,0.47851604,-3.3385212,-3.257555,0.026763188,0.051571928
2610,0.48760277,0.5212353,-4.3428125,-4.3055305,0.049064472,0.06828911
2611,0.8638888,0.8190221,-3.280676,-3.299943,0.04025718,0.058949932
2612,-0.07388247,-0.060092535,-3.9807231,-3.9610195,0.062668525,0.08996674
2613,0.5323442,0.5244741,-4.2615643,-4.241362,0.047115523,0.07139009
2614,0.60918885,0.6570274,-4.461244,-4.354553,0.051932506,0.072137885
2615,0.30469832,0.22003311,-3.8632154,-3.831084,0.039828952,0.059170436
2616,0.84047025,0.94357586,-3.676863,-3.761126,0.040471625,0.06829187
2617,0.4471129,0.4707965,-3.4391265,-3.4196224,0.03243546,0.050855525
2618,0.5348594,0.48199224,-3.754848,-3.7653904,0.03354277,0.05829328
2619,0.63454986,0.6366388,-4.2630205,-4.2315264,0.04825355,0.06807808
2620,-0.13616884,-0.22917366,-3.3309026,-3.3484216,0.06250806,0.08680329
2621,0.7005159,0.68370485,-3.3960197,-3.4310064,0.035042815,0.052546717
2622,0.14940938,0.18278693,-3.6580153,-3.6398797,0.042220473,0.05841103
2623,0.47363305,0.5781517,-4.839632,-4.7432475,0.06336483,0.08868193
2624,0.8902706,0.8931127,-4.256676,-4.2450924,0.052241888,0.07628086
2625,0.1866889,0.28127807,-3.3327217,-3.3479867,0.039696343,0.059618264
2626,0.4470773,0.5561437,-3.4526882,-3.542907,0.030458124,0.052237697
2627,0.5455046,0.56124544,-2.7720456,-2.7594006,0.032593045,0.07093796
2628,0.96263903,1.0679165,-3.1248207,-3.1353345,0.03951929,0.057366144
2629,1.0148814,1.0359486,-3.7706127,-3.76307,0.044308025,0.061095484
2630,0.53669107,0.33168644,-3.8274498,-3.7413297,0.044220485,0.060603887
2631,0.2858046,0.23843703,-3.7721205,-3.7934237,0.03938586,0.06254308
2632,0.5769699,0.51190853,-3.707447,-3.752732,0.04280057,0.060175903
2633,0.56440085,-0.07873998,-3.7220278,-3.7187977,0.041326944,0.061286785
2634,0.5740002,0.5721307,-3.2650275,-3.1940439,0.026558222,0.047539726
2635,0.18600768,0.2160881,-3.2537272,-3.260835,0.03614244,0.06299421
2636,1.1805047,1.1861631,-3.5177698,-3.50802,0.046403833,0.06997255
2637,0.6194754,0.6249621,-3.3985248,-3.4092345,0.028766308,0.05267704
2638,0.43921113,0.4030983,-3.540347,-3.550837,0.02985376,0.054263406
2639,0.824543,0.86904085,-3.0031514,-2.9450026,0.047346953,0.06917751
2640,0.49228442,0.48640603,-4.8101177,-4.7195354,0.063298315,0.08755724
2641,0.5398896,0.58556074,-3.755348,-3.792412,0.037041258,0.057285994
2642,0.43697247,0.42240325,-4.18034,-4.1447616,0.04426775,0.06841586
2643,0.28917187,0.24490854,-3.6832862,-3.6178777,0.034314748,0.06038254
2644,0.52431643,0.41524377,-3.633985,-3.670618,0.035538506,0.05730429
2645,0.17805564,0.35588002,-3.8711224,-3.8398478,0.05245357,0.07315033
