,frag_smiles
32395,N=Cc1ccc(Cl)cc1Cl
32396,CCC1CCCC(C)[NH+]1CSC
32397,CNC(=O)c1cc(Cl)ccc1SC
32398,CN(C)C(=O)N(C)CC(C)(C)O
32399,[CH]N(C)C(=O)C=CC(C)C
32400,CCC(CN)NC(=O)C(C)(C)C
32401,COC(=O)C(C)[NH+](C)C
32402,COc1ccccc1OS(C)(=O)=O
32403,CC1=C(C)C(=O)C=CC1=N
32404,CNc1ccc(Cl)cc1C(=O)N(C)C
32405,CC1Oc2ccccc2C1(C)O
32406,[CH]CC1(C[NH+])CC[NH2+]CC1
32407,CC(=O)Nc1cc(Cl)ccc1N
32408,Cc1cnon1
32409,CCC(CC)C(CCO)NC(N)=O
32410,CC1(C)CCC2C(CCCC2(C)C)C1CC
32411,[CH]C(=N)c1ccc(I)cc1
32412,CCN(C(=O)C(C)SC)C(C)C
32413,CCC(CCCS)[NH2+]C
32414,[CH]C=C(NO)c1cc[nH+]cc1
32415,COc1cc([N+])ccc1N(C)C
32416,O=C([O-])C(O)F
32417,Cc1cc(C[NH+])oc1C[NH3+]
32418,COc1c(O)cccc1CCN
32419,CC(O)(CNS)C1CC1
32420,CC1=CCCC(=O)N1C(C)C
32421,[CH]C[NH+](C)C(C)CC(C)C
32422,NC(=O)c1cc(NS)cnc1N
32423,CC1CCCC2(C)CCCCC12O
32424,C=[NH+]CC(=O)OC
32425,Cc1nn(C)c(NN)c1[N+]
32426,CCSCC([O-])=NS
32427,[CH]Oc1c(C)ccc(OC)c1C=CC
32428,[CH]OCC1CO1
32429,CCC(C)(CNS(C)(=O)=O)C(C)O
32430,NCc1ccc(O)cc1[N+](=O)[O-]
32431,CC(C)(C)c1ccccc1C
32432,CN(C)c1ccc([N+])c(C(N)=O)c1
32433,CCC(CC1(O)C(C)C1C)OC
32434,C=NC1=CC(=O)CCC1
32435,Nc1c(O)ncnc1Cl
32436,Cc1ccc([N+](=O)[O-])c(OC(C)C)c1
32437,[CH]C(C)C(=O)c1cc(O)cc(Cl)c1
32438,CC1=C2CCC(=O)C=C2CC[CH]1
32439,CCC1(C)C(C)CCC2C1CCCC2(C)O
32440,C=C1C=CCCC1CC
32441,[CH]C1C[NH+](CC)CC1C(C)(C)N
32442,Cn1c(S)nnc1CS
32443,CCC(c1cc(Br)ccc1F)C(C)C
32444,CN(C)C1(C(=N)N)CCC(O)(O)CC1
32445,CC1=[N+]([O-])C2(O)CCCCC2(C)N1
32446,CCC(CN(CC)C(C)=O)OC
32447,OCCN1CC[NH2+]CC1
32448,NC(=O)C1CCNC(=O)C1
32449,CCC(CC)C(C[NH3+])SC(C)C
32450,[CH]CC(CCO)N(C)C
32451,C=C(N)C(=O)NCC(C)C
32452,CCC(OC(=O)NC)C(=[NH+])N
32453,CCN(CC)S(=O)(=O)N=C(C)[O-]
32454,CC(CN(C)C)C(N)=NO
32455,CC=Cc1cccc(F)c1
32456,[CH]C([O-])=NS(=O)(=O)CC(C)O
32457,CNC(=O)CSC(=[NH+])N
32458,CCn1c(C)cc(C(C)=O)c1C
32459,CCc1nn(C)cc1C([O-])=C(C)C
32460,CCCN(CC[NH+])CC(C)(C)C
32461,CCC(CC)[NH2+]C(C)(C)C(N)=O
32462,CCCC(C(O)CC)C(C)(CC)C(=O)[O-]
32463,CCC[NH2+]C(CC)C(C)C
32464,CC(C)(C)n1cccc1
32465,O=[N+]([O-])c1cc(Br)cc(Br)c1
32466,Cn1cc[nH+]cc1=O
32467,CC(C)c1cc(N(C)C)ncn1
32468,NCC1OC(CO)C(O)C1N
32469,[CH]C(C)CNCC(=C)Cl
32470,C=C(C)CC(C)(C)C(CC)C(C)=O
32471,[CH]C(=O)N(C(C)=O)c1cccc(F)c1
32472,C=C(C(=O)OCC)C(F)(F)F
32473,CC(C)[NH2+]CC(O)CN
32474,CCN(C(C)C)S(=O)(=O)C(C)C(=O)O
32475,[CH]Nc1ccc(O)cc1O
32476,CCC([NH2+]C)c1ccccn1
32477,Cc1ccc(Br)cc1N
32478,CC[NH+]=C(N)N
32479,O=C(O)Cc1ccccc1Cl
32480,CC(=O)N(CN(C[CH])CC)C(N)=O
32481,CN1CCC1C=O
32482,Cc1snnc1C
32483,CC(C)C(NS)c1ccccn1
32484,O=C(O)C1CC=C([O-])CC1
32485,COCCN(CN)C(C)C
32486,O=c1[nH]c([O-])ncc1[N+](=O)[O-]
32487,[CH]Oc1cc(OC)c(O)cc1[CH]
32488,[CH]CC(C([CH])N)C1CCCCC1
32489,Cc1cnc(C(F)F)cc1C
32490,C=Cc1sccc1Br
32491,CC(=O)NC1CCCC1C#N
32492,CC(C)CC(=O)C(N)=O
32493,CNC1(C#N)CCC(N(C)C)C1
32494,[CH][NH2+]C(CC)CC(C)CC
32495,CCN1C(=O)N(C)C(N)C1NC
32496,[CH]C(=O)N(C)C1CCCCC1C
32497,[CH]N(C)S(=O)(=O)c1cccnc1
32498,CC(C)SC1CCCC1C#N
32499,O=Cc1ccc(O)o1
32500,CC1CCCC(NC(N)=S)C1C
32501,C=CC(=O)N(C)C(C)CS
32502,CC1CC(=O)CC(C)S1(=O)=O
32503,CC=C(C(C)=O)C(=O)O
32504,CN(N)CCCC(N)=O
32505,CC1CCN(S)c2ccc(O)cc21
32506,[CH]C(C)C(=O)N(CC#N)C(CC)CC
32507,[CH]C(C)NC(=O)C(CC)CN
32508,CCOC(=O)C(NC)=C(C)C
32509,[O-]c1nc2ccccc2o1
32510,CC(C)C1CCCC(C[NH+])(N(C)C)C1
32511,CCSc1cc(N)ccc1Br
32512,[CH]C(C)[NH+]1CCCC(CC)C1
32513,C=C(Cl)c1ncc(Cl)cn1
32514,COc1ccc(Br)cc1C(O)C(C)(C)O
32515,Cc1cc(O)c(N)cc1Cl
32516,Cc1cnc(C(C)ON)o1
32517,OCCc1ccccn1
32518,CCN(CC)C1CCCC1C#N
32519,Cc1ccnc(CBr)c1
32520,CC([NH3+])CC(=CN)C(C)C
32521,CCC(C)(CO)[NH2+]C1CC1
32522,[CH]C(C)C(C)(C)C
32523,[CH]CCCCC
32524,COc1ccnc(C(N)=[NH2+])c1
32525,Cc1oc(C(=O)[O-])c(C)c1C
32526,CC(C#N)CNC(N)=O
32527,CC(=O)Nc1cc(Br)c[nH]c1=O
32528,C[NH2+]C1CCCCC1S
32529,CCCCC([NH2+]C)C(C)(C)[NH+]
32530,CC[NH+]1CCCC(CBr)C1
32531,[CH]C(=O)Cc1c(Br)c(C)nn1CC
32532,CC(C)OCC(O)CN
32533,CC(F)C1(O)CCCCC1(C)C
32534,CCC(=O)N1CC(C)(C)CC1CC
32535,Cc1cc(I)cc(C)n1
32536,[CH]C(C)(N)Cc1c[nH+]c[nH]1
32537,[NH2+]C1CCCC1
32538,CNCC1(CO)CC1
32539,CCC(CC)SC(C[CH])CC
32540,[CH]N1CCCN(C(C)(C)C)C1=O
32541,CCC1C2CC(CC2=NN)C1C
32542,CC([CH])C(=O)NC(CC)CS
32543,[CH]c1cc2c(O)cccc2n1CC
32544,[CH]Sc1nnc(CN)o1
32545,[CH]N1C(=S)N(C(C)C)C(=O)C1CS
32546,CC(C)(C)C(O)c1cc(Cl)cs1
32547,[CH]N(N)C(=O)NC
32548,CSC(C)(C)C(N)N
32549,[CH]CC(c1cccc(F)c1)N(C)C
32550,CC(C)C(=O)C(C)C(C)C(=O)[O-]
32551,Cc1ccc(F)c(C(=O)CO)c1
32552,[CH]C(=O)N1CCCC(C(C)=O)C1
32553,CC(=O)N(C)C1CCCC1
32554,[CH]C(C)c1ccccc1C(C)(C)C
32555,Cc1ccc(C)c(Br)c1C
32556,CCN1C(=O)COc2ccc(S)cc21
32557,CC(CS(C)=O)CS(C)(=O)=O
32558,[NH2+]CCC1([NH3+])CCC1
32559,FC(F)(F)c1ncnc2c1CCCC2
32560,[CH]CC(C[CH])(CC)n1cc([N+])cn1
32561,COC(=O)N1CC[CH]C(F)C1
32562,Cc1cc(O)cc(Cl)c1N
32563,CNc1nccc(Cl)n1
32564,CN(N)c1ccc(Br)cc1
32565,CNc1cccc2c1C(=O)OC2
32566,[CH]N(N)C(S)NN
32567,[CH]CC1(O)CC1C
32568,[CH][NH+](C)CCCC(N)=O
32569,[CH]N(C)C(C[NH3+])c1c(F)cccc1F
32570,[CH]C(C)CN1CCOC(C)C1C
32571,Cc1cc([O-])[nH]c(=N)n1
32572,CC(F)=C1C[CH]CCC1C(C)C
32573,CC12CCC(CN1C(=O)O)C2
32574,[CH]C([NH2+])c1cc(F)ccc1O
32575,Cc1ccc(O)c([N-])c1
32576,NC(S)c1ccc(F)cc1
32577,CC1CCCC([NH3+])C1
32578,CNCC1CC(F)C[NH2+]1
32579,[CH][NH+](C)Cc1cc(Br)cs1
32580,CC[NH2+]C(C)C1CCC1
32581,CC1(CO)CCC[NH2+]C1
32582,Cc1cc(C[NH+])ccc1N
32583,[CH]CN1CC(C)N(C)CC1C
32584,[CH]C(S)C1(C)CCC(O)C1(C)C
32585,CCC(C(C)N)[NH+]1CCCC(C)C1CC
32586,CCC(CC)C(C)=CCC
32587,[CH]N1CNC(=O)C(C)C1
32588,CCCC(=O)N(CC)C(C)(C)C
32589,[CH]C1CC=C2C=CCCC2(C)C1CC
32590,[CH][n+]1ccccc1
32591,CC1(C)C2CCCC1C2
32592,ClCc1ccccc1
32593,COc1c(C)cc(C)c2c1CCCN2C
32594,CC(O)C(=O)N1CCC(S)C1
32595,CC(S)CS(=O)CC(C)(C)C
32596,NC(=O)c1cc(Cl)c(N)cc1O
32597,[CH]C(C)(O)C(=O)OCC(=C)C
32598,CNC(=O)c1noc(C)n1
32599,Cc1cn(CC(N)=O)nc1N
32600,CN1C2=C(CCC2)SC1N
32601,O=[N+]([O-])c1ccc(S)c2ncccc12
32602,CCS(=O)(=O)c1ccccc1N(C)C
32603,CCC1CSc2nccc(=O)n21
32604,NNc1cncnc1C(N)=O
32605,CC(C)[N+](C)(C)CC(O)CO
32606,Cc1cc2nc(Cl)ccc2o1
32607,C[NH2+]C1CCC(=O)N(C)C1
32608,CSC1=NCN(C)CN1C
32609,COC(C)(C=C)C([CH])C
32610,C=C(N)c1ccc(Br)cc1
32611,[NH+]=C(N)c1nn(C(N)=O)cc1Br
32612,C=Nc1ccc(F)c(NC)c1
32613,[CH]C(O)c1ccc([N+])cc1
32614,CN(C)c1ccc([N+])c2nonc12
32615,Cc1cc(S(N)(=O)=O)c(Cl)cc1F
32616,[CH]CN1CCN(C)CC1C
32617,CC1CC([NH2+])CN1C1CC1
32618,NC(=O)C1CC([O-])=NCN1
32619,Cc1nc2c(C)cccc2o1
32620,C=NNc1cnccn1
32621,[CH]C(=O)Nc1cccc(C)c1
32622,CCC(CC)N(CC(C)C)S(=O)(=O)N(C)C
32623,CCCC(NC(C)=O)C(=O)N(C)C
32624,C1CC[N+]CC1
32625,SCc1ncccn1
32626,CC1[CH]C=CC2=CC(=O)CCC21C
32627,[CH]C[NH+](C[CH])C(CCC)C(CC)C[NH3+]
32628,CN=C1C=CC(Cl)=CC1C
32629,Nc1c(Br)cccc1C(F)(F)F
32630,CCNC(=O)C=C(C)N
32631,[CH]C1(C)CCC(OC)C1(C)C
32632,COP(=O)(O)S
32633,CC(CCC(C)C)=NN
32634,Cc1nc(S)c(C#N)c(C)c1C
32635,CC1(C)C(=NN)C2CC=CC21
32636,CC1[NH+]CCCC1C[NH2+]
32637,Cc1cc(CS)c(C)s1
32638,CC(C)c1cccc(C(N)S)c1
32639,CC(C)C(C)(C)N
32640,CCC(CC)N(C)C(=O)C[NH+]
32641,CC1CC(C)CC(C)(C)C1
32642,CCNC1=[NH+]CCC1
32643,C[NH+](CC(N)=O)CC(N)=O
32644,CC(C)CC(NC(N)=O)C(=O)[O-]
32645,[CH]C(C)OC(=O)C(=CO)CC
32646,CCc1ncnc(CC)c1CC[NH2+]
32647,C=Nc1c(Cl)cccc1Cl
32648,[CH]OC1CCCC1
32649,[CH]NC1C[CH]Sc2sccc21
32650,COC(=O)C1(NC(C)C)CCC([NH+])C1
32651,CN(C)CCSC(N)=S
32652,CN(C)C1=NC=NCC1N
32653,CCCCC1CC1C
32654,Cc1cc2c(ccn2C)n1C
32655,[CH]Sc1nnc2c(Cl)cc(C)cn12
32656,CN(C)C(N)=NO
32657,CC1=C(C(=O)O)C(C)N=C1C(=O)O
32658,COCc1cccc(C)c1
32659,C=c1sc(=C(C#N)C#N)n(C(C)C)c1=O
32660,[CH]C(=O)Nc1cc(C)nn1C
32661,C=C(C)c1ccccc1C(F)(F)F
32662,CC(C(=O)[O-])S(C)(=O)=O
32663,[CH]CC[NH2+]C(C)(C)C(N)=O
32664,C[NH2+]C1(C(=O)[O-])CC(C)(C)OC1(C)C
32665,Cc1ccc2ncnc(Cl)c2c1
32666,CC1NC(=S)N(O)C1C
32667,CC1[CH][NH2+]CCS1
32668,C=C1SC(=S)N(C(C)C)C1=O
32669,CCS(=O)(=O)N1CC(C)C(C)C1
32670,CN(C)C(=O)N1CCNCC1C(=O)O
32671,CSC(=O)N(C)C
32672,C=CCn1cc(C)nn1
32673,Nc1cc(F)cc(C(F)(F)F)c1
32674,O=C1N=CN=C2C=CSC12
32675,CC(=N)C(=O)N1CC(C)OC(C)C1
32676,[CH]C(O)C1CN(C(C)C)CCO1
32677,[CH]C(S)c1ccc(C)o1
32678,Cn1ccc(CN)cc1=O
32679,CC(C)=CC(=O)C(C)C
32680,CNc1nonc1C
32681,CN1CCNCC1C(N)=O
32682,[CH][NH+](C)CC1CCCC(C)(C)C1[NH3+]
32683,OCC12CCC[NH2+]C1CCNC2
32684,NC(=O)Cn1cccc(O)c1=O
32685,Cc1cc([N+])cc([N+])c1
32686,COCC1(O)CC[NH+](C)C1
32687,CC(C)[NH2+]C1CCCC1O
32688,CCc1cc(OC)c(O)cc1O
32689,CNCc1ccc[nH+]c1N(C)C
32690,[CH]CC(O)C(C)(C)C
32691,Cc1coc(C[NH+])n1
32692,CC1CCC[NH+](C)C1CN
32693,[CH]C(O)Cc1cc(Cl)ccc1Cl
32694,CC1CCC(C)N(C(=O)CS)C1
32695,Cc1nc2c(Cl)cccc2[nH]1
32696,CC([NH2+])c1ccc(S)c(F)c1
32697,[CH]OC(=O)c1ccnc(O)c1
32698,Cn1c(=S)sc2cc(O)ccc21
32699,C=NNC(=O)NC(C)(C)C
32700,[CH]N(C)C(=O)C(C)N(CC)CC
32701,NCc1ccccc1C(N)=[NH2+]
32702,CC(O)CN1CC(C)OCC1(C)C
32703,CCC(C[NH3+])C(N)=O
32704,COC(=O)C(CN(C)C)NC(C)C
32705,CCC1ON(CC)C(C)ON1C
32706,C=C(C)CC1C=C(C)C(=O)O1
32707,[CH]C(O)C(C(=C)C)C(OC(C)=O)C(C)(C([CH])[CH])C(C)O
32708,[CH]N(C)C(=O)C(C)S(=O)(=O)CC
32709,[CH]CN(CC)C(=O)CC(C)(C)C
32710,CC1(C)CCCC(=O)C1
32711,CC(=O)N1CCCC(NS)C1
32712,NCc1cnc(O)c(Cl)c1
32713,[CH]C(=O)NNC(=O)OC
32714,CN1CCN(S(C)(=O)=O)C(C)(C)C1=O
32715,CC(C)(C)C1CS(=O)(=O)CC1O
32716,CNC(=O)c1nc(C)cnc1C(N)=O
32717,CCC1=NN(C)C(N)S1
32718,CCCc1ncnc(S)c1CC
32719,CCC(C[NH+])N1CC[NH+]CC1
32720,[CH]Nc1cccc(Cl)c1OCC
32721,[CH]N(C)c1ccccc1I
32722,[CH]N=C1C(=O)C(=O)C1N(CC)CC
32723,[CH]N(C)CCC(C)(C)CC
32724,O=c1nccc(C(F)(F)F)[nH]1
32725,C[NH2+]Cc1cc(O)ccc1Cl
32726,[CH]CC(C(C)C)N1CCOCC1
32727,CC(C)=Cc1cc(Cl)ccc1O
32728,C=C(C)c1csc(N)n1
32729,[CH]N1[CH]C=CC(C(N)=O)=C1
32730,[CH]N(C)C(=O)C(CC(C)C)NC(C)=O
32731,Cn1nnsc1=N
32732,C#CCCC(O)C(C)(C)[NH+]
32733,[CH]C([CH])C(=O)N1CCNC(=O)C1
32734,CC(C)C(C)S
32735,C=C(C)CC1CCC1
32736,NC(=O)OCCCl
32737,C=C(N)N1C(=C)SC(C)=CC1=O
32738,[CH][NH+](C)C1CS(=O)(=O)CC1N
32739,CCN(CC)C(=S)S
32740,CCn1ccc(C[NH2+])n1
32741,CC(C)=C1CCc2ccccc21
32742,CCNc1ncc(C)s1
32743,C=NC1=c2ccccc2=NC1=[NH+]
32744,[CH]C(C)[NH2+]CCC[NH+]
32745,CC(N)c1ccnc(Cl)c1
32746,CSC=C1C(=O)OCOC1=O
32747,CC1(N)CCc2ccccc21
32748,CN(C)CCOCC
32749,[CH]C([NH2+])c1cc(OC)ccc1S
32750,N=Cc1ccccc1C(F)(F)F
32751,CN(N)C(=O)c1cccnc1
32752,C=CC1C(C)[CH]CC(=O)C1C(C)C
32753,CC(C)(C)C(C)(O)C1CCCC[NH2+]1
32754,CCC(CC)(C(C)[NH3+])[NH+]1CCCCC1
32755,[O-]c1c(Br)cccc1Br
32756,CCn1c(=N)sc2c(C)cc(C)cc21
32757,CN1C(=O)NC(=O)C2C1NC(=N)N2C
32758,CCc1c(Br)cc(O)cc1C(O)CC
32759,CCSc1nc(C)c(C)o1
32760,CN(S)CC(C)(C)CBr
32761,CCc1cnc(CS)o1
32762,NCC1N=NC2=C1CCCC2
32763,[CH]N(C)C1(C[NH3+])CCCc2ccc(O)cc21
32764,CCC(c1nncn1CC)C(C)[NH3+]
32765,OCC1O[CH]C(O)OC1O
32766,[CH][NH2+]C(C)CCS(C)(=O)=O
32767,CCc1c(C(=O)NN)[nH]c(C)c1C
32768,CN(C)S(=O)(=O)CCCO
32769,CC1(C)CCC(O)(C(C)(C)C)CC1
32770,CCC1OCCc2ccsc21
32771,CCC(CCC[NH3+])N(C)C
32772,CCC1(C)C(C)=CCC2C(C)CCC(=O)C21
32773,[CH]C(=O)c1cc(Cl)ccc1O
32774,CC(C)OC(=O)C1(C)CC1(Cl)Cl
32775,[CH]C(C)CCOC([CH])C
32776,CCN(C)c1cccc(O)n1
32777,CCNc1ccn(C)n1
32778,Cc1ccc(F)cc1[N+](=O)[O-]
32779,CN(C)C1CCC[NH+](C)C1
32780,CN(C)C(=O)C1CS[CH]C(=O)N1
32781,CNc1ccc(O)c(OC)c1
32782,[CH]CN(CC)c1cc(C)ccn1
32783,CC[NH+]1CCC(C)(O)C1
32784,[CH]c1noc(C(CC)C(C)O)n1
32785,[CH]N1CCC(N(C)S)CC1
32786,CC(C)(C)CC(N)=[NH2+]
32787,[CH]C(C)S(=O)(=O)c1ccccc1[N+](=O)[O-]
32788,CCNC(=O)C(C)C(C)C
32789,CC1=CC(O)(O)C(N(C)C)=CC1=O
32790,CNn1c(C)c(C)c(C(=O)O)c1C
32791,CC(C)SCC(N)=O
32792,CCCNC(=O)C(C)(C)S
32793,CNc1on[n+](C(C)C)c1C(C)=O
32794,CNC(=[NH+]C)c1cccc(O)c1
32795,CC(C)SC(C)C[NH3+]
32796,C=NNc1cc(Cl)ccc1Cl
32797,CC(N)CNC(=O)C(C)S
32798,CCC=NNC(N)=S
32799,[CH]NC(C)COC
32800,[CH]Cc1c(S)nc(S)n(CC)c1=O
32801,[CH]C(C)[NH+]1CCC(N)CC1
32802,[CH]C(C)([NH3+])Cc1cc(F)cc(F)c1
32803,CCC(CC)[NH+](CCC)CC(C)O
32804,CCc1nnc([N-]S)s1
32805,CCCC(CCC)=NNS
32806,CNC(C)(C(N)=O)c1cccc(O)c1
32807,CN1C(=O)CC(S)C1=O
32808,[CH]CN(CC)CC(CC)CN
32809,CC([NH2+])Cc1cc(Br)cs1
32810,[CH]SC1=c2ccccc2=[NH+]CC1=C
32811,CCc1c(C)nc(N)nc1C(=O)NC
32812,C=C(O)CCC
32813,CCC(c1ccccc1OC)C(C)O
32814,CNC1(C(=O)OC)CSCCC1(C)C
32815,CC(=O)Oc1c(CO)c(C)c[n+](C)c1C
32816,CC(F)C(C)(O)c1cnccn1
32817,CC([NH+])C1CC(C)C2(C(N)=O)CCC[NH+]12
32818,CN1CCOC(CNS)C1
32819,CCC([NH2+]C)C1CCCC1[NH2+]C
32820,CCCN(CC(N)=O)CC(F)(F)F
32821,C=C(CC)C[NH+]
32822,CCC1(C(=O)[O-])CCC(C)C1
32823,CCC(C)N1CCC([NH2+])C1=O
32824,[CH]CSC(C)=O
32825,CNC(=NC(=O)C(C)N)SC
32826,CC(C)ON=C(N)C(C)C
32827,CCCC(C)N(C)C
32828,CC(C)C(C(N)=O)S(C)(=O)=O
32829,[CH]C(=O)N1CCNCC1C
32830,CCC(CC)(C[NH+])OC
32831,Brc1ccc2ccccc2c1
32832,CCC(O)=C(C)C
32833,COC(=O)c1c(Cl)ccc(Cl)c1Cl
32834,[CH]OC(CC)C1OC(=O)C(C)C1O
32835,C=NC(N=C)c1ccccc1C(N)=O
32836,CCCn1c(C(C)N)ncc(O)c1=O
32837,COCc1cccnc1C
32838,Cc1ccc(C)c(I)c1
32839,NCc1c(O)cccc1Cl
32840,CN(O)C1N(N)C(=S)SC1(C)C
32841,CCc1ccnc(C)n1
32842,COc1nccc(C)c1C#N
32843,[CH][NH+](C)C1CCc2ccc(O)cc21
32844,CCN(CC)CC(C)(C)C[NH3+]
32845,[CH]C(C)C(C(C)=O)=C(C)O
32846,O=C1N=NC=CC1Cl
32847,[CH][NH+]=c1cc(C(N)=O)ccc1=[NH+]
32848,COCCNS(N)(=O)=O
32849,CCN(CC)CCC(C)[NH3+]
32850,CC[NH+](CC)CC=C(C)C
32851,[CH]CN(CC)C(=O)C(C)C[NH2+]
32852,[CH]C(C)(C)C(O)(C=C)CC
32853,[CH]C(C)N1C[CH][NH2+]CC1CC
32854,[CH]COC1CC(C)CC(C)(C)C1
32855,CCN(C)CN(CC)C(O)=S
32856,CNNC(=O)CCO
32857,[NH3+]C(C(=O)[O-])c1ccccc1
32858,[CH]C1OCCC1C
32859,CS(=O)(=O)NC1CC=CCC1
32860,C[NH+]1CCc2[nH]nc(C[NH2+])c2C1
32861,CC1=NC(CC[NH2+])N=C1
32862,CC(C)=Cc1cccc(O)c1Cl
32863,CC=C(Br)C(=N)N
32864,[CH]C(C)(C)[NH2+]C(C)C
32865,[CH]C(=O)NNC(=O)C(N)=O
32866,C=Nc1nnc(CO)s1
32867,[CH]NC(=O)NC(C)C(C)O
32868,CCC(O)(CC)C(C)C#N
32869,CC=C(C)I
32870,O=C(O)c1occc1Br
32871,[CH]OC1CCC([NH3+])C1
32872,CC=C(Br)C(C)[NH2+]
32873,Nc1ccc(F)c(F)c1
32874,Nc1ccc(S(=O)(=O)[O-])c2[nH]ncc12
32875,NC(=O)NC1CCCC1C(=O)[O-]
32876,CCCC(=O)O
32877,O=S(=O)(O)c1ccc(O)cc1Br
32878,[CH]C(C)OCCl
32879,CC1CN(C)C(=O)C1(C)[NH+]
32880,O=C1Nc2ccc(Br)cc2C1=O
32881,CC(C)C1(C(Cl)(Cl)Cl)CO1
32882,Cn1ccc(CN)n1
32883,CCc1cnc(N)nc1C
32884,CCC(O)(C(C)C)C1CCOC(C)(C)C1
32885,CCCC([NH2+]C)C(CC)CN
32886,[CH]NC(=O)C(C)SC(C)C
32887,CC(=O)N(C(C)C)C1NN=C(S)S1
32888,CC1CCC2SC(N)N=C12
32889,COC(=O)CCSC
32890,[CH]C1CC([CH])(O)OC2=C1C(=O)CC(C)(C)C2
32891,CC1=c2cc(O)ccc2=[NH+]C1C
32892,CN(C)c1nc[nH+]c2c1CCNC2
32893,[CH][NH2+]C(CC)C[NH+](CC)C(C)C
32894,N#CC1=C(N)CCC1
32895,CNc1ccc(Br)cc1Cl
32896,Cc1ccc(C(C)O)cc1F
32897,NC(=O)C1C(=O)N=C([O-])NC1=O
32898,[CH]C(C)Oc1ncnc(O)c1N
32899,[CH]CC(=NO)c1nnc(N)s1
32900,Cn1c(=O)n(C)c2nc(N)ccc21
32901,CC(C)c1ccnc(C(C)N)[nH+]1
32902,CC(F)C(=O)N(C)C
32903,Nc1cc[nH+]c2cc(F)ccc12
32904,CNc1ccsc1C(=O)N(C)C
32905,CC(C)(C)C(=O)C(N)=O
32906,[CH]NC(=O)C1CCNC(=O)C1
32907,CCC(C)(CS)n1cc(C)cn1
32908,Cc1nc([S-])sc1CC(N)=O
32909,CC(C)(S)C[NH+]1CCCCC1
32910,Sc1ccc(Cl)c(S)c1
32911,CC1(CNC(N)=O)CCC1
32912,COc1ccc(C)cc1C(N)C[NH+]
32913,CCNC(=O)C1(CC)C(Br)CC1(C)C
32914,Cc1cc(C)cc(N=C(N)S)c1
32915,[N+]CC(=O)c1ccccc1
32916,[CH]C1CCCCC1=[N+](C)C
32917,[CH]C(=O)C(C)OCC(C)C
32918,CNC(=O)c1cc([O-])[nH]c(=O)c1
32919,C=C1CC(C)(C)Nc2ccccc21
32920,CC([O-])=Nc1nnc(S)s1
32921,CC(=O)c1ccc(C)c(C)c1
32922,[CH][NH2+]C1CCCCC1O
32923,CC[NH+]1CCC(C)CC1
32924,[CH]Cc1nc(C(C)(C)C)cs1
32925,Cc1ccncc1N(C)C
32926,[CH]C(=O)Nc1ccccc1I
32927,COC(=O)C(C)N(C(C)=O)C(C)C
32928,CC1CCC(C(C)C)C(C(=O)Cl)C1
32929,N#Cc1ccnc(S(N)(=O)=O)c1
32930,CCC(C[NH3+])(CS)[NH2+]C
32931,CC1(C)C[CH]CC(C)(C[NH2+])C1
32932,[CH][NH2+]C(c1nccs1)C(C)C
32933,CCc1cc(C(C)[NH3+])ccc1N
32934,[CH]c1ccccc1CO
32935,[CH]NC(=O)C1C2C=CC(C2)C1C(=O)[O-]
32936,CC(C)(C)C(C[NH+])CS
32937,CC[NH2+]C(CCC)C1CC1
32938,NC1CCCN(C(=O)CO)C1
32939,[CH]CC(CC)[NH+]1CC(C)OC(C)C1
32940,Cc1cnc(C)c(C)c1
32941,[NH2+]Cc1ccccc1C1CC1
32942,[CH]C(C)NC(C)(C)C(=O)OC
32943,CCC(CC)(NC)c1cccc(Br)c1
32944,[CH]NS(=O)(=O)c1c(C)c(C)cc(C)c1C
32945,CC(C)SCC([NH3+])C(=O)[O-]
32946,CNc1ncccc1S(=O)(=O)N(C)C
32947,C#CC1=CCC2C(C)=CCC12
32948,Sc1ccc(Br)s1
32949,Cn1c(Cl)cnc1C[NH+]
32950,[CH]c1nc(NCC)c(C)c(C)[nH+]1
32951,[CH]C(C)C(O)(CC)C1(C#N)CCCC(C)C1
32952,[CH][NH+]1CC(C)(C)C1
32953,[CH]C(C)(O)c1ccc(O)cc1C
32954,[CH]n1ncc(Br)c1N
32955,CCC1[NH2+]C(C[NH+])CCC1C
32956,[CH]C(=O)Cc1c(Cl)c(C)nn1C
32957,CC(C)(O)C#CC
32958,CC1CCC2(CC[NH2+]C2)C1
32959,NCNc1ccccn1
32960,CCC(Br)SC
32961,CCn1c(C)nnc1C[NH2+]C
32962,[CH][NH+](C)C(CC)CN(CC)CC
32963,CC(C)c1ccc(Cl)c([N+](=O)[O-])c1
32964,CC(C)C(C[NH3+])[NH+](C)C
32965,CCC(CO)[NH2+]CCN
32966,NC1C=CC(CO)C1
32967,[CH]SC(NN)NC(=O)NC
32968,CNC(C)C(C)C(=O)OC
32969,[CH]NC(=O)NC
32970,COc1cccc(C(N)=O)c1
32971,CC(C)[NH2+]CCC(=O)[O-]
32972,[CH]CN(C(=O)C(CC)C[NH+])C(C)(C)C
32973,[CH]c1[nH]c2ccc(Cl)cc2c1CC
32974,CC(C)=NNC(=O)CN
32975,CCc1cc(CN)on1
32976,C[NH2+]C(C[NH+])CO
32977,CCc1nc[nH]c(=O)c1CCN
32978,[CH][NH2+]C1CCC([NH+])C1
